reseller_id,onboarding_date,city_tier,total_gmv,orders_last_30_days,avg_order_value,category_focus,social_shares,buyer_network_size,return_rate,days_since_last_sale,completed_onboarding_training,engagement_score,monetization_score,churn_risk_score,reseller_segment_fixed
2948,2/12/2024,Tier2,1084,1,744,Mixed,152,43,0.1,4,FALSE,46,47,29,Low-Engagement Reseller
2949,11/27/2023,Tier4+,1956,1,795,Fashion,166,52,0.1,22,TRUE,90,50,33,Social Catalyst
2950,8/1/2023,Tier3,3034,2,622,Home,83,24,0.09,21,FALSE,25,45,31,Niche Specialist
2951,3/25/2023,Tier3,2719,0,743,Home,3,6,0.11,167,FALSE,1,48,62,Niche Specialist
2952,9/27/2023,Tier2,1740,2,520,Fashion,12,7,0.14,0,TRUE,44,38,27,Low-Engagement Reseller
2953,7/31/2024,Tier3,5377,10,473,Beauty,32,10,0.14,7,FALSE,10,40,16,Niche Specialist
2954,3/29/2023,Tier3,2175,0,520,Fashion,5,0,0.05,151,FALSE,2,41,59,Low-Engagement Reseller
2955,2/10/2023,Tier4+,2627,0,354,Beauty,0,1,0.13,188,FALSE,0,33,66,Niche Specialist
2956,5/22/2024,Tier2,17092,2,397,Fashion,190,52,0.07,1,FALSE,57,51,27,Social Catalyst
2957,12/7/2024,Tier3,50784,0,621,Fashion,2,0,0.08,168,TRUE,41,92,62,Ghost Reseller
2958,7/22/2023,Tier3,899,1,750,Fashion,98,27,0.09,24,FALSE,29,47,33,Social Catalyst
2959,10/11/2024,Tier3,17904,1,399,Home,114,31,0.05,9,FALSE,34,52,30,Niche Specialist
2960,5/10/2024,Tier3,8965,1,547,Home,74,22,0.07,28,FALSE,22,48,34,Niche Specialist
2961,1/10/2024,Tier2,10480,0,659,Fashion,1,0,0.08,60,FALSE,0,54,42,Ghost Reseller
2962,6/15/2023,Tier3,8035,1,444,Mixed,179,49,0.11,29,FALSE,54,42,34,Low-Engagement Reseller
2963,10/11/2023,Tier3,2593,0,676,Fashion,1,2,0.06,44,FALSE,0,47,38,Low-Engagement Reseller
2964,10/20/2023,Tier2,2112,2,573,Home,44,10,0.05,9,TRUE,53,43,29,Niche Specialist
2965,11/24/2024,Tier2,14212,0,627,Fashion,5,0,0.13,286,TRUE,42,55,85,Ghost Reseller
2966,6/21/2023,Tier4+,1016,0,494,Fashion,4,1,0.06,273,FALSE,1,38,82,Low-Engagement Reseller
2967,1/5/2023,Tier3,2637,3,404,Fashion,200,55,0.08,24,FALSE,60,36,30,Social Catalyst
2968,5/17/2023,Tier3,6167,0,430,Fashion,4,0,0.1,42,FALSE,1,40,38,Ghost Reseller
2969,9/1/2023,Tier4+,3366,2,739,Fashion,59,23,0.08,10,FALSE,18,49,29,Social Catalyst
2970,4/27/2023,Tier2,9226,1,611,Fashion,139,46,0.14,12,FALSE,42,49,31,Social Catalyst
2971,10/28/2024,Tier2,1165,0,685,Fashion,5,6,0.1,272,FALSE,2,45,82,Low-Engagement Reseller
2972,4/2/2024,Tier2,66182,0,534,Fashion,0,5,0.05,321,FALSE,0,105,92,Ghost Reseller
2973,9/24/2023,Tier4+,6279,0,524,Home,1,0,0.14,224,TRUE,40,43,73,Ghost Reseller
2974,8/14/2023,Tier2,2623,0,795,Home,2,4,0.07,140,TRUE,41,51,57,Niche Specialist
2975,3/8/2024,Tier2,1411,0,411,Fashion,3,0,0.11,231,FALSE,1,35,74,Low-Engagement Reseller
2976,4/26/2023,Tier3,9789,1,574,Fashion,37,9,0.13,28,FALSE,11,49,34,Low-Engagement Reseller
2977,1/15/2024,Tier2,8063,0,653,Home,2,1,0.06,239,TRUE,41,51,76,Ghost Reseller
2978,12/4/2023,Tier2,17080,2,794,Beauty,164,54,0.09,12,FALSE,49,65,29,Niche Specialist
2979,8/22/2023,Tier4+,2947,0,655,Home,2,3,0.12,255,TRUE,41,45,79,Niche Specialist
2980,2/13/2024,Tier2,11963,0,704,Fashion,4,0,0.11,114,TRUE,41,56,52,Ghost Reseller
2981,3/12/2023,Tier4+,2854,0,374,Home,1,3,0.06,291,TRUE,40,36,86,Niche Specialist
2982,12/23/2024,Tier4+,3052,0,722,Fashion,5,3,0.12,314,FALSE,2,48,90,Low-Engagement Reseller
2983,6/26/2024,Tier2,2603,0,422,Fashion,5,0,0.14,311,TRUE,42,36,90,Low-Engagement Reseller
2984,4/8/2024,Tier2,3936,2,564,Home,158,48,0.08,23,FALSE,47,43,31,Niche Specialist
2985,5/10/2024,Tier4+,3159,0,447,Fashion,5,5,0.09,37,TRUE,42,38,37,Low-Engagement Reseller
2986,3/11/2023,Tier2,1920,0,424,Home,0,0,0.13,126,TRUE,40,35,54,Low-Engagement Reseller
2987,7/27/2024,Tier3,36134,0,361,Fashion,0,4,0.11,232,FALSE,0,67,74,Ghost Reseller
2988,12/27/2024,Tier2,1253,0,408,Home,2,0,0.14,332,FALSE,1,34,94,Low-Engagement Reseller
2989,5/3/2024,Tier4+,1049,0,374,Fashion,1,0,0.08,77,FALSE,0,33,45,Low-Engagement Reseller
2990,12/10/2024,Tier3,3341,2,396,Fashion,85,31,0.13,12,FALSE,26,36,29,Social Catalyst
2991,4/10/2024,Tier2,11737,0,315,Beauty,5,7,0.1,362,TRUE,42,42,99,Ghost Reseller
2992,5/31/2024,Tier4+,22395,0,690,Fashion,5,3,0.08,212,FALSE,2,67,71,Ghost Reseller
2993,1/23/2023,Tier4+,1662,0,414,Fashion,0,0,0.06,280,TRUE,40,36,84,Low-Engagement Reseller
2994,6/24/2024,Tier3,18237,0,348,Beauty,3,1,0.1,84,FALSE,1,49,46,Ghost Reseller
2995,1/8/2024,Tier4+,9088,1,735,Beauty,35,11,0.14,3,FALSE,11,54,29,Niche Specialist
2996,8/2/2024,Tier4+,2851,0,648,Home,5,6,0.08,84,FALSE,2,46,46,Niche Specialist
2997,2/23/2024,Tier4+,4986,0,428,Beauty,1,0,0.05,118,FALSE,0,40,53,Niche Specialist
2998,3/19/2024,Tier3,14083,0,710,Home,2,5,0.15,86,FALSE,1,58,46,Ghost Reseller
2999,12/4/2024,Tier3,4945,2,517,Beauty,103,31,0.14,15,FALSE,31,42,30,Niche Specialist
3000,11/30/2024,Tier4+,4307,0,644,Fashion,5,3,0.13,173,TRUE,42,46,63,Low-Engagement Reseller
3001,3/1/2023,Tier4+,1195,0,361,Home,0,0,0.05,298,TRUE,40,34,87,Low-Engagement Reseller
3002,9/15/2024,Tier2,3413,2,604,Beauty,52,12,0.1,18,FALSE,16,44,30,Niche Specialist
3003,11/25/2024,Tier3,1775,0,705,Home,5,5,0.1,193,FALSE,2,46,67,Low-Engagement Reseller
3004,10/9/2024,Tier4+,9025,0,734,Fashion,2,0,0.05,97,FALSE,1,56,49,Ghost Reseller
3005,2/18/2024,Tier3,611,0,422,Fashion,4,0,0.11,165,TRUE,41,34,62,Low-Engagement Reseller
3006,9/9/2023,Tier3,2590,0,480,Fashion,1,0,0.08,37,FALSE,0,39,37,Low-Engagement Reseller
3007,3/10/2024,Tier2,4401,0,718,Fashion,2,0,0.05,239,TRUE,41,50,76,Low-Engagement Reseller
3008,5/30/2023,Tier2,16265,0,600,Home,1,0,0.11,332,TRUE,40,57,94,Ghost Reseller
3009,5/13/2024,Tier3,2879,0,324,Home,3,3,0.13,165,TRUE,41,32,62,Niche Specialist
3010,12/8/2023,Tier4+,1492,0,313,Fashion,4,0,0.13,242,TRUE,41,31,76,Low-Engagement Reseller
3011,9/13/2023,Tier4+,2186,2,661,Mixed,182,56,0.08,13,FALSE,55,45,29,Low-Engagement Reseller
3012,10/21/2024,Tier3,3863,0,467,Fashion,2,0,0.09,242,FALSE,1,40,76,Low-Engagement Reseller
3013,3/12/2023,Tier4+,9862,0,682,Fashion,2,3,0.12,119,TRUE,41,53,53,Ghost Reseller
3014,2/22/2024,Tier2,9582,0,440,Fashion,1,0,0.09,186,TRUE,40,44,66,Ghost Reseller
3015,6/19/2023,Tier4+,1540,0,373,Fashion,0,0,0.14,125,FALSE,0,33,54,Low-Engagement Reseller
3016,4/16/2023,Tier4+,1945,2,775,Fashion,121,41,0.06,27,TRUE,76,50,32,Social Catalyst
3017,6/22/2024,Tier4+,3564,2,334,Beauty,151,46,0.14,10,TRUE,85,33,29,Niche Specialist
3018,8/22/2023,Tier2,2155,0,622,Fashion,3,6,0.06,305,TRUE,41,44,88,Low-Engagement Reseller
3019,6/27/2023,Tier4+,4735,0,525,Home,0,0,0.09,66,FALSE,0,43,43,Niche Specialist
3020,12/23/2023,Tier2,11522,0,560,Home,3,5,0.11,295,FALSE,1,50,87,Ghost Reseller
3021,2/16/2024,Tier4+,1566,0,726,Fashion,5,3,0.06,293,FALSE,2,48,86,Low-Engagement Reseller
3022,10/21/2023,Tier3,3276,1,474,Fashion,66,19,0.13,10,TRUE,60,38,30,Social Catalyst
3023,4/10/2023,Tier2,5738,0,609,Home,4,1,0.1,137,FALSE,1,47,56,Ghost Reseller
3024,8/7/2023,Tier3,3073,0,678,Fashion,2,3,0.06,202,TRUE,41,47,69,Low-Engagement Reseller
3025,5/5/2023,Tier2,1784,2,646,Home,25,8,0.09,28,FALSE,8,44,32,Low-Engagement Reseller
3026,6/15/2023,Tier3,17250,0,577,Beauty,3,5,0.1,91,FALSE,1,57,47,Ghost Reseller
3027,5/16/2024,Tier3,892,0,749,Fashion,2,5,0.14,269,FALSE,1,46,82,Low-Engagement Reseller
3028,5/19/2023,Tier4+,13043,1,487,Fashion,66,23,0.06,8,FALSE,20,50,30,Social Catalyst
3029,9/11/2024,Tier4+,6135,0,752,Home,5,0,0.13,68,FALSE,2,52,43,Ghost Reseller
3030,12/27/2023,Tier4+,2409,0,768,Fashion,1,0,0.05,356,FALSE,0,50,98,Low-Engagement Reseller
3031,10/31/2024,Tier4+,4583,0,605,Beauty,4,1,0.05,219,FALSE,1,46,72,Niche Specialist
3032,10/10/2023,Tier3,4347,0,745,Beauty,2,0,0.14,330,FALSE,1,49,93,Niche Specialist
3033,8/11/2023,Tier2,1050,0,378,Fashion,5,0,0.15,230,TRUE,42,32,74,Low-Engagement Reseller
3034,10/15/2023,Tier3,2836,3,687,Beauty,45,14,0.07,19,TRUE,54,47,29,Niche Specialist
3035,6/12/2024,Tier4+,2029,0,451,Mixed,3,0,0.11,238,FALSE,1,37,76,Low-Engagement Reseller
3036,5/27/2024,Tier2,1628,0,407,Home,5,1,0.13,286,TRUE,42,34,85,Low-Engagement Reseller
3037,2/16/2023,Tier3,6194,2,790,Fashion,69,24,0.14,21,TRUE,61,53,31,Social Catalyst
3038,8/17/2024,Tier4+,6584,1,540,Fashion,190,61,0.07,28,TRUE,97,45,34,Social Catalyst
3039,3/9/2024,Tier4+,6068,5,697,Beauty,59,19,0.14,17,TRUE,58,49,26,Niche Specialist
3040,8/13/2024,Tier3,3657,4,316,Beauty,35,7,0.1,28,FALSE,11,34,29,Niche Specialist
3041,12/12/2023,Tier4+,1288,0,474,Home,5,2,0.14,126,FALSE,2,36,54,Low-Engagement Reseller
3042,3/19/2023,Tier2,1952,0,652,Fashion,4,4,0.05,324,FALSE,1,45,92,Low-Engagement Reseller
3043,6/22/2023,Tier3,1481,1,677,Beauty,17,2,0.13,29,FALSE,5,44,34,Low-Engagement Reseller
3044,7/21/2023,Tier3,3119,0,348,Fashion,4,0,0.09,227,TRUE,41,34,74,Low-Engagement Reseller
3045,12/17/2024,Tier3,4430,0,516,Fashion,2,1,0.09,278,FALSE,1,42,83,Low-Engagement Reseller
3046,9/13/2024,Tier3,8437,14,359,Fashion,133,45,0.13,21,TRUE,80,39,13,Social Catalyst
3047,10/29/2024,Tier2,611,0,645,Home,0,1,0.08,218,FALSE,0,43,72,Low-Engagement Reseller
3048,9/24/2024,Tier3,1845,2,396,Beauty,85,24,0.12,2,FALSE,26,34,27,Low-Engagement Reseller
3049,10/10/2024,Tier4+,50437,0,712,Fashion,3,0,0.1,116,FALSE,1,95,52,Ghost Reseller
3050,4/5/2024,Tier4+,3709,0,553,Mixed,4,2,0.13,238,FALSE,1,42,76,Low-Engagement Reseller
3051,12/4/2024,Tier3,11141,0,754,Home,2,2,0.1,147,TRUE,41,57,58,Ghost Reseller
3052,7/13/2024,Tier2,16026,0,348,Fashion,3,0,0.05,177,FALSE,1,48,64,Ghost Reseller
3053,5/30/2023,Tier4+,10402,9,382,Home,78,19,0.11,5,TRUE,63,43,17,Super-Spreader
3054,2/9/2024,Tier3,8221,1,595,Home,50,17,0.05,20,FALSE,15,50,32,Niche Specialist
3055,10/12/2023,Tier3,3863,2,690,Fashion,171,53,0.06,7,FALSE,51,49,28,Social Catalyst
3056,5/30/2024,Tier2,1586,1,720,Home,124,32,0.06,20,FALSE,37,47,32,Low-Engagement Reseller
3057,12/19/2024,Tier3,6410,0,369,Fashion,2,4,0.05,147,TRUE,41,39,58,Ghost Reseller
3058,6/16/2023,Tier2,3327,2,784,Home,166,52,0.05,21,TRUE,90,52,31,Niche Specialist
3059,7/21/2024,Tier4+,2341,0,487,Fashion,4,1,0.08,138,FALSE,1,39,56,Low-Engagement Reseller
3060,2/1/2024,Tier3,28915,0,443,Home,3,0,0.14,344,TRUE,41,63,96,Ghost Reseller
3061,10/11/2023,Tier3,5297,0,348,Beauty,3,0,0.07,242,TRUE,41,37,76,Ghost Reseller
3062,10/24/2023,Tier4+,1065,0,465,Fashion,5,4,0.14,360,TRUE,42,36,99,Low-Engagement Reseller
3063,9/10/2023,Tier3,15005,0,429,Fashion,3,3,0.09,259,FALSE,1,49,80,Ghost Reseller
3064,11/1/2023,Tier4+,7653,1,416,Beauty,190,58,0.06,10,TRUE,97,42,30,Niche Specialist
3065,6/2/2023,Tier3,14819,0,609,Fashion,3,6,0.12,359,FALSE,1,55,99,Ghost Reseller
3066,7/1/2024,Tier4+,1355,0,393,Fashion,4,0,0.11,140,FALSE,1,34,57,Low-Engagement Reseller
3067,8/28/2024,Tier2,7027,0,453,Fashion,2,5,0.14,181,TRUE,41,41,65,Ghost Reseller
3068,1/24/2023,Tier3,15542,0,775,Beauty,1,0,0.14,252,FALSE,0,62,78,Ghost Reseller
3069,6/5/2024,Tier3,8042,0,701,Fashion,2,2,0.1,334,TRUE,41,52,94,Ghost Reseller
3070,9/29/2024,Tier3,465,1,380,Fashion,93,30,0.05,20,FALSE,28,34,32,Social Catalyst
3071,3/1/2023,Tier3,1148,0,645,Mixed,4,6,0.05,196,FALSE,1,44,68,Low-Engagement Reseller
3072,11/16/2024,Tier4+,10193,0,676,Fashion,2,3,0.11,342,TRUE,41,53,96,Ghost Reseller
3073,2/3/2023,Tier2,9554,1,387,Fashion,91,28,0.1,10,FALSE,27,42,30,Social Catalyst
3074,4/30/2024,Tier4+,1501,2,433,Mixed,116,31,0.1,2,FALSE,35,36,27,Low-Engagement Reseller
3075,12/12/2024,Tier3,1593,2,450,Fashion,92,33,0.15,16,FALSE,28,35,30,Social Catalyst
3076,6/29/2024,Tier3,1094,5,492,Fashion,73,27,0.1,25,FALSE,22,38,27,Social Catalyst
3077,8/6/2024,Tier3,5850,0,395,Fashion,4,0,0.08,327,FALSE,1,39,93,Ghost Reseller
3078,11/2/2023,Tier3,711,1,771,Fashion,191,61,0.06,17,FALSE,57,48,32,Social Catalyst
3079,7/21/2024,Tier2,3860,2,418,Fashion,187,56,0.06,20,FALSE,56,38,31,Social Catalyst
3080,9/25/2024,Tier3,6236,1,668,Fashion,81,24,0.07,2,TRUE,64,50,29,Social Catalyst
3081,7/20/2024,Tier2,8650,1,344,Fashion,93,30,0.08,4,TRUE,68,40,29,Social Catalyst
3082,9/16/2024,Tier3,6321,2,369,Home,174,53,0.11,2,TRUE,92,38,27,Niche Specialist
3083,4/13/2024,Tier3,318,0,351,Fashion,1,0,0.06,186,FALSE,0,32,66,Low-Engagement Reseller
3084,5/23/2024,Tier4+,9315,0,477,Beauty,1,0,0.11,221,TRUE,40,45,72,Ghost Reseller
3085,11/21/2024,Tier4+,2546,0,318,Home,0,4,0.1,198,FALSE,0,32,68,Niche Specialist
3086,6/10/2024,Tier4+,8249,1,683,Fashion,118,38,0.11,20,TRUE,75,52,32,Social Catalyst
3087,12/5/2023,Tier3,1576,0,365,Fashion,1,2,0.07,222,FALSE,0,34,73,Low-Engagement Reseller
3088,11/2/2023,Tier4+,6018,1,503,Fashion,49,10,0.13,9,FALSE,15,42,30,Low-Engagement Reseller
3089,6/6/2024,Tier4+,10591,0,585,Fashion,1,0,0.1,191,TRUE,40,51,67,Ghost Reseller
3090,12/30/2024,Tier3,18351,0,506,Fashion,4,0,0.08,360,FALSE,1,56,99,Ghost Reseller
3091,2/1/2024,Tier2,1089,2,520,Fashion,75,26,0.12,23,FALSE,23,38,31,Social Catalyst
3092,6/6/2024,Tier3,2299,0,718,Fashion,2,0,0.11,352,FALSE,1,47,98,Low-Engagement Reseller
3093,9/26/2023,Tier3,6593,0,644,Fashion,1,0,0.11,155,FALSE,0,49,60,Ghost Reseller
3094,1/18/2024,Tier3,3545,0,369,Fashion,5,0,0.14,123,FALSE,2,35,54,Low-Engagement Reseller
3095,5/19/2024,Tier3,5114,0,374,Home,0,4,0.13,300,FALSE,0,37,88,Ghost Reseller
3096,5/9/2024,Tier3,3519,0,568,Fashion,5,3,0.14,48,FALSE,2,42,39,Low-Engagement Reseller
3097,1/26/2023,Tier3,9444,0,782,Fashion,0,1,0.11,215,FALSE,0,57,71,Ghost Reseller
3098,5/17/2024,Tier3,3120,1,389,Home,174,48,0.13,25,TRUE,92,35,33,Niche Specialist
3099,12/19/2024,Tier3,10594,0,576,Fashion,5,2,0.14,70,FALSE,2,49,43,Ghost Reseller
3100,9/28/2024,Tier4+,5707,0,754,Fashion,5,5,0.05,302,FALSE,2,53,88,Ghost Reseller
3101,12/12/2024,Tier3,995,2,370,Beauty,131,37,0.11,10,TRUE,79,33,29,Low-Engagement Reseller
3102,4/26/2023,Tier3,2730,0,400,Fashion,3,5,0.07,150,TRUE,41,36,59,Low-Engagement Reseller
3103,4/19/2024,Tier4+,4883,4,704,Beauty,129,40,0.09,4,FALSE,39,49,25,Niche Specialist
3104,9/26/2023,Tier2,9719,0,472,Mixed,2,5,0.08,274,FALSE,1,46,83,Ghost Reseller
3105,6/22/2023,Tier3,2959,2,308,Mixed,159,51,0.12,24,FALSE,48,32,32,Low-Engagement Reseller
3106,8/20/2024,Tier3,1969,0,378,Mixed,1,0,0.12,211,FALSE,0,34,70,Low-Engagement Reseller
3107,10/7/2024,Tier4+,9389,0,599,Fashion,1,4,0.11,331,FALSE,0,50,93,Ghost Reseller
3108,4/20/2024,Tier4+,4474,8,598,Fashion,182,57,0.07,7,TRUE,95,45,19,Social Catalyst
3109,1/21/2024,Tier3,5513,3,331,Fashion,51,19,0.14,18,FALSE,15,35,29,Social Catalyst
3110,6/18/2023,Tier3,5146,1,475,Home,200,60,0.14,21,TRUE,100,40,33,Niche Specialist
3111,3/12/2023,Tier3,2726,0,435,Beauty,3,5,0.14,247,FALSE,1,36,77,Niche Specialist
3112,9/27/2023,Tier4+,4114,0,520,Fashion,4,0,0.11,237,FALSE,1,41,75,Low-Engagement Reseller
3113,11/16/2023,Tier3,2158,1,755,Fashion,88,28,0.1,27,FALSE,26,48,34,Social Catalyst
3114,3/18/2023,Tier2,3247,4,460,Fashion,175,48,0.1,3,TRUE,93,38,25,Social Catalyst
3115,12/29/2023,Tier3,3535,0,469,Fashion,0,2,0.07,80,FALSE,0,40,45,Low-Engagement Reseller
3116,11/23/2024,Tier4+,1121,2,684,Fashion,58,20,0.13,29,FALSE,17,44,33,Social Catalyst
3117,6/24/2024,Tier2,7174,2,403,Mixed,14,5,0.1,27,FALSE,4,40,32,Low-Engagement Reseller
3118,11/1/2024,Tier2,5436,4,497,Fashion,64,21,0.11,23,FALSE,19,42,28,Social Catalyst
3119,6/5/2023,Tier2,980,3,336,Home,186,60,0.08,6,FALSE,56,32,27,Low-Engagement Reseller
3120,1/3/2024,Tier3,670,1,353,Home,98,33,0.12,13,FALSE,29,32,31,Low-Engagement Reseller
3121,9/3/2023,Tier3,2370,0,689,Beauty,3,1,0.06,160,FALSE,1,47,61,Niche Specialist
3122,3/9/2023,Tier3,12674,1,524,Fashion,199,56,0.12,30,FALSE,60,50,34,Social Catalyst
3123,8/26/2023,Tier4+,1350,1,426,Fashion,69,17,0.06,22,FALSE,21,36,33,Social Catalyst
3124,2/23/2024,Tier4+,2354,0,513,Home,0,0,0.07,86,TRUE,40,40,46,Niche Specialist
3125,12/3/2024,Tier3,1345,0,300,Fashion,3,0,0.05,67,FALSE,1,32,43,Low-Engagement Reseller
3126,11/17/2023,Tier2,8308,1,651,Fashion,18,9,0.08,20,FALSE,5,51,32,Low-Engagement Reseller
3127,1/28/2024,Tier3,2317,0,388,Fashion,3,0,0.15,87,FALSE,1,34,47,Low-Engagement Reseller
3128,11/8/2023,Tier3,1778,0,443,Fashion,2,6,0.13,52,TRUE,41,36,40,Low-Engagement Reseller
3129,8/9/2024,Tier4+,14899,1,624,Fashion,158,44,0.11,13,FALSE,47,56,31,Social Catalyst
3130,8/18/2024,Tier3,2268,2,350,Fashion,86,27,0.15,2,FALSE,26,32,27,Social Catalyst
3131,1/17/2024,Tier4+,1081,0,597,Fashion,1,0,0.09,220,TRUE,40,42,72,Low-Engagement Reseller
3132,9/8/2024,Tier2,16236,1,654,Fashion,177,52,0.12,13,TRUE,93,58,31,Social Catalyst
3133,6/16/2024,Tier2,3108,0,491,Fashion,4,1,0.14,340,FALSE,1,39,95,Low-Engagement Reseller
3134,7/27/2023,Tier2,1833,4,342,Fashion,168,48,0.1,15,TRUE,90,33,27,Social Catalyst
3135,6/9/2023,Tier3,8602,5,791,Beauty,168,53,0.05,23,TRUE,90,57,27,Niche Specialist
3136,6/20/2023,Tier2,2983,0,304,Fashion,3,0,0.15,300,FALSE,1,31,88,Low-Engagement Reseller
3137,8/6/2024,Tier3,4890,0,418,Home,1,0,0.1,200,TRUE,40,39,68,Niche Specialist
3138,4/29/2024,Tier3,1355,0,442,Mixed,5,0,0.15,156,FALSE,2,35,60,Low-Engagement Reseller
3139,4/5/2024,Tier2,5851,0,451,Beauty,2,4,0.08,201,TRUE,41,41,69,Ghost Reseller
3140,8/3/2023,Tier4+,1536,0,609,Fashion,4,0,0.08,169,FALSE,1,43,62,Low-Engagement Reseller
3141,9/14/2023,Tier3,9927,3,618,Fashion,74,27,0.08,0,FALSE,22,52,26,Social Catalyst
3142,8/5/2023,Tier3,5227,0,337,Home,4,0,0.1,307,FALSE,1,36,89,Ghost Reseller
3143,10/26/2023,Tier2,719,1,762,Mixed,127,37,0.1,28,FALSE,38,47,34,Low-Engagement Reseller
3144,10/13/2023,Tier3,6164,7,303,Fashion,152,46,0.05,21,TRUE,86,37,24,Social Catalyst
3145,6/20/2023,Tier3,3862,1,763,Fashion,147,48,0.12,1,TRUE,84,50,29,Social Catalyst
3146,11/23/2023,Tier2,7194,1,574,Home,97,31,0.09,10,FALSE,29,47,30,Niche Specialist
3147,1/18/2023,Tier4+,1306,0,474,Fashion,5,2,0.06,107,FALSE,2,38,51,Low-Engagement Reseller
3148,11/21/2023,Tier2,992,0,336,Mixed,2,6,0.07,110,TRUE,41,32,51,Low-Engagement Reseller
3149,8/13/2023,Tier3,2480,0,501,Beauty,0,3,0.1,365,FALSE,0,39,100,Niche Specialist
3150,6/17/2023,Tier3,11200,2,662,Fashion,145,49,0.11,10,FALSE,44,54,29,Social Catalyst
3151,10/12/2023,Tier2,2242,0,321,Home,2,1,0.09,107,FALSE,1,32,51,Niche Specialist
3152,9/13/2023,Tier2,1700,2,421,Beauty,45,14,0.08,30,FALSE,14,36,33,Low-Engagement Reseller
3153,12/8/2024,Tier4+,1255,5,764,Fashion,81,29,0.05,3,TRUE,64,49,23,Social Catalyst
3154,3/27/2023,Tier3,3473,0,473,Mixed,0,1,0.14,153,FALSE,0,38,59,Low-Engagement Reseller
3155,10/15/2024,Tier3,3904,0,323,Fashion,3,4,0.09,105,FALSE,1,34,50,Low-Engagement Reseller
3156,6/6/2023,Tier2,1881,2,763,Mixed,88,23,0.15,29,TRUE,66,47,33,Low-Engagement Reseller
3157,8/20/2023,Tier2,1399,3,406,Home,29,4,0.06,12,TRUE,49,35,28,Low-Engagement Reseller
3158,3/9/2024,Tier2,4074,2,536,Beauty,95,25,0.13,27,TRUE,69,42,32,Niche Specialist
3159,5/21/2023,Tier4+,12708,0,472,Beauty,5,0,0.06,134,FALSE,2,49,56,Ghost Reseller
3160,7/4/2024,Tier2,6317,3,512,Fashion,161,50,0.09,29,TRUE,88,44,31,Social Catalyst
3161,9/28/2024,Tier4+,1286,0,436,Mixed,3,0,0.09,34,FALSE,1,36,37,Low-Engagement Reseller
3162,1/20/2024,Tier3,1927,2,556,Home,148,43,0.15,17,TRUE,84,40,30,Low-Engagement Reseller
3163,10/24/2024,Tier4+,725,0,578,Fashion,5,5,0.11,34,TRUE,42,40,37,Low-Engagement Reseller
3164,4/25/2023,Tier3,20759,1,641,Home,110,30,0.1,20,FALSE,33,63,32,Niche Specialist
3165,12/2/2023,Tier3,4551,0,340,Fashion,1,3,0.15,292,FALSE,0,34,86,Low-Engagement Reseller
3166,12/15/2024,Tier2,715,0,311,Fashion,3,4,0.07,63,FALSE,1,31,42,Low-Engagement Reseller
3167,3/19/2023,Tier3,2118,2,309,Fashion,45,15,0.08,8,TRUE,54,32,29,Low-Engagement Reseller
3168,7/11/2023,Tier3,3409,0,356,Home,3,0,0.12,143,TRUE,41,34,57,Niche Specialist
3169,3/13/2023,Tier3,2534,18,400,Home,191,52,0.07,9,FALSE,57,36,5,Niche Specialist
3170,2/3/2024,Tier3,4513,0,381,Home,0,0,0.1,199,TRUE,40,37,68,Niche Specialist
3171,3/28/2023,Tier4+,12662,0,703,Fashion,0,2,0.05,129,FALSE,0,58,55,Ghost Reseller
3172,2/7/2024,Tier3,2615,1,366,Fashion,54,12,0.11,17,FALSE,16,34,32,Social Catalyst
3173,2/29/2024,Tier3,2625,1,564,Mixed,181,51,0.05,17,FALSE,54,43,32,Low-Engagement Reseller
3174,10/5/2023,Tier2,5592,0,306,Fashion,3,0,0.07,153,FALSE,1,36,59,Ghost Reseller
3175,1/14/2024,Tier2,14632,0,490,Beauty,0,0,0.1,296,FALSE,0,51,87,Ghost Reseller
3176,6/25/2023,Tier2,4644,3,555,Mixed,176,50,0.11,2,FALSE,53,43,26,Low-Engagement Reseller
3177,10/22/2023,Tier3,2485,0,315,Home,3,5,0.05,70,FALSE,1,33,43,Niche Specialist
3178,8/19/2024,Tier2,4295,2,363,Beauty,149,44,0.07,30,TRUE,85,37,33,Niche Specialist
3179,9/20/2023,Tier3,2058,4,618,Home,95,32,0.14,20,FALSE,29,42,28,Niche Specialist
3180,11/12/2024,Tier2,2175,0,718,Fashion,2,1,0.1,311,FALSE,1,47,90,Low-Engagement Reseller
3181,10/2/2023,Tier3,2321,1,782,Beauty,165,51,0.1,17,TRUE,90,50,32,Niche Specialist
3182,3/4/2024,Tier2,13312,1,359,Beauty,144,44,0.06,27,FALSE,43,46,34,Niche Specialist
3183,6/26/2024,Tier4+,3259,0,790,Fashion,1,0,0.08,37,FALSE,0,51,37,Low-Engagement Reseller
3184,7/6/2023,Tier4+,6228,0,687,Beauty,2,0,0.14,97,TRUE,41,49,49,Ghost Reseller
3185,1/20/2023,Tier3,5303,0,615,Home,1,0,0.12,167,TRUE,40,46,62,Ghost Reseller
3186,3/2/2023,Tier4+,15999,4,554,Fashion,166,52,0.13,2,FALSE,50,54,24,Social Catalyst
3187,6/22/2023,Tier4+,2497,0,553,Fashion,2,0,0.09,359,FALSE,1,41,99,Low-Engagement Reseller
3188,5/18/2023,Tier2,1947,1,750,Beauty,146,48,0.12,16,FALSE,44,48,32,Low-Engagement Reseller
